subj,chan,task,X,Y,Z,dof,responseTr,Loc_Tval,Loc_Pval,RT,varRT,JPAnatomy,Tval,Pval
S15,RFG16,EP,29.058801651001,49.0343933105469,-12.759069442749,25,7,2.25376412501837,0.0147970405918816,3.32126130451999,1.03754474518316,OFC,-0.115350742344486,0.164867026594681
S15,RFG16,MTH,29.058801651001,49.0343933105469,-12.759069442749,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-1.31455533267713,0.134506432046924
S15,RFG16,OTH,29.058801651001,49.0343933105469,-12.759069442749,25,16,0.318794941968372,0.366926614677065,3.74001918908003,2.42959191899469,OFC,0.217499690159377,0.152919416116777
S15,RFG16,SE,29.058801651001,49.0343933105469,-12.759069442749,25,9,0.812352199872917,0.2249550089982,3.16715108716,1.30288244145397,OFC,0.913421462786636,0.20369259481437
S15,RFG16,SJ,29.058801651001,49.0343933105469,-12.759069442749,25,15,2.39531288205942,0.0123975204959008,3.49929850055998,5.20203529528858,OFC,0.107058730523005,0.453509298140372
S15,RFG17,EP,44.9264678955078,52.3876266479492,-9.09526634216309,25,7,-0.432348695562201,0.337332533493301,3.32126130451999,1.03754474518316,OFC,0.655777138916065,0.171515696860628
S15,RFG17,MTH,44.9264678955078,52.3876266479492,-9.09526634216309,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,0.610331758463704,0.18876224755049
S15,RFG17,OTH,44.9264678955078,52.3876266479492,-9.09526634216309,25,16,0.290531543857337,0.379724055188962,3.74001918908003,2.42959191899469,OFC,-0.92087182551785,0.21370725854829
S15,RFG17,SE,44.9264678955078,52.3876266479492,-9.09526634216309,25,9,-0.936241621040037,0.176164767046591,3.16715108716,1.30288244145397,OFC,-1.66881253272649,0.0667199893354662
S15,RFG17,SJ,44.9264678955078,52.3876266479492,-9.09526634216309,25,15,0.360845084632813,0.352729454109178,3.49929850055998,5.20203529528858,OFC,-0.840042057905968,0.22248883556622
S15,RFG18,EP,45.8784255981445,47.5706558227539,-4.68576335906982,25,7,2.00944044333406,0.0207958408318336,3.32126130451999,1.03754474518316,OFC,0.291660834032651,0.339682063587283
S15,RFG18,MTH,45.8784255981445,47.5706558227539,-4.68576335906982,40,20,NaN,NaN,5.2898640454,3.03317107021302,OFC,-0.984838697377891,0.136039458774912
